,Nation,iso_code3,Year,nemomod_enst_capital_cost_st_batteries_usd_per_kwh
5329,Namibia,NAM,2048,0.07
5330,Namibia,NAM,2049,0.07
5331,Namibia,NAM,2050,0.07
5332,New Caledonia,NCL,2020,0.07
5333,New Caledonia,NCL,2021,0.07
5334,New Caledonia,NCL,2022,0.07
5335,New Caledonia,NCL,2023,0.07
5336,New Caledonia,NCL,2024,0.07
5337,New Caledonia,NCL,2025,0.07
5338,New Caledonia,NCL,2026,0.07
5339,New Caledonia,NCL,2027,0.07
5340,New Caledonia,NCL,2028,0.07
5341,New Caledonia,NCL,2029,0.07
5342,New Caledonia,NCL,2030,0.07
5343,New Caledonia,NCL,2031,0.07
5344,New Caledonia,NCL,2032,0.07
5345,New Caledonia,NCL,2033,0.07
5346,New Caledonia,NCL,2034,0.07
5347,New Caledonia,NCL,2035,0.07
5348,New Caledonia,NCL,2036,0.07
5349,New Caledonia,NCL,2037,0.07
5350,New Caledonia,NCL,2038,0.07
5351,New Caledonia,NCL,2039,0.07
5352,New Caledonia,NCL,2040,0.07
5353,New Caledonia,NCL,2041,0.07
5354,New Caledonia,NCL,2042,0.07
5355,New Caledonia,NCL,2043,0.07
5356,New Caledonia,NCL,2044,0.07
5357,New Caledonia,NCL,2045,0.07
5358,New Caledonia,NCL,2046,0.07
5359,New Caledonia,NCL,2047,0.07
5360,New Caledonia,NCL,2048,0.07
5361,New Caledonia,NCL,2049,0.07
5362,New Caledonia,NCL,2050,0.07
5363,Niger,NER,2020,0.07
5364,Niger,NER,2021,0.07
5365,Niger,NER,2022,0.07
5366,Niger,NER,2023,0.07
5367,Niger,NER,2024,0.07
5368,Niger,NER,2025,0.07
5369,Niger,NER,2026,0.07
5370,Niger,NER,2027,0.07
5371,Niger,NER,2028,0.07
5372,Niger,NER,2029,0.07
5373,Niger,NER,2030,0.07
5374,Niger,NER,2031,0.07
5375,Niger,NER,2032,0.07
5376,Niger,NER,2033,0.07
5377,Niger,NER,2034,0.07
5378,Niger,NER,2035,0.07
5379,Niger,NER,2036,0.07
5380,Niger,NER,2037,0.07
5381,Niger,NER,2038,0.07
5382,Niger,NER,2039,0.07
5383,Niger,NER,2040,0.07
5384,Niger,NER,2041,0.07
5385,Niger,NER,2042,0.07
5386,Niger,NER,2043,0.07
5387,Niger,NER,2044,0.07
5388,Niger,NER,2045,0.07
5389,Niger,NER,2046,0.07
5390,Niger,NER,2047,0.07
5391,Niger,NER,2048,0.07
5392,Niger,NER,2049,0.07
5393,Niger,NER,2050,0.07
5394,Nigeria,NGA,2020,0.07
5395,Nigeria,NGA,2021,0.07
5396,Nigeria,NGA,2022,0.07
5397,Nigeria,NGA,2023,0.07
5398,Nigeria,NGA,2024,0.07
5399,Nigeria,NGA,2025,0.07
5400,Nigeria,NGA,2026,0.07
5401,Nigeria,NGA,2027,0.07
5402,Nigeria,NGA,2028,0.07
5403,Nigeria,NGA,2029,0.07
5404,Nigeria,NGA,2030,0.07
5405,Nigeria,NGA,2031,0.07
5406,Nigeria,NGA,2032,0.07
5407,Nigeria,NGA,2033,0.07
5408,Nigeria,NGA,2034,0.07
5409,Nigeria,NGA,2035,0.07
5410,Nigeria,NGA,2036,0.07
5411,Nigeria,NGA,2037,0.07
5412,Nigeria,NGA,2038,0.07
5413,Nigeria,NGA,2039,0.07
5414,Nigeria,NGA,2040,0.07
5415,Nigeria,NGA,2041,0.07
5416,Nigeria,NGA,2042,0.07
5417,Nigeria,NGA,2043,0.07
5418,Nigeria,NGA,2044,0.07
5419,Nigeria,NGA,2045,0.07
5420,Nigeria,NGA,2046,0.07
5421,Nigeria,NGA,2047,0.07
5422,Nigeria,NGA,2048,0.07
5423,Nigeria,NGA,2049,0.07
5424,Nigeria,NGA,2050,0.07
5425,Nicaragua,NIC,2020,0.07
5426,Nicaragua,NIC,2021,0.07
5427,Nicaragua,NIC,2022,0.07
5428,Nicaragua,NIC,2023,0.07
5429,Nicaragua,NIC,2024,0.07
5430,Nicaragua,NIC,2025,0.07
5431,Nicaragua,NIC,2026,0.07
5432,Nicaragua,NIC,2027,0.07
5433,Nicaragua,NIC,2028,0.07
5434,Nicaragua,NIC,2029,0.07
5435,Nicaragua,NIC,2030,0.07
5436,Nicaragua,NIC,2031,0.07
5437,Nicaragua,NIC,2032,0.07
5438,Nicaragua,NIC,2033,0.07
5439,Nicaragua,NIC,2034,0.07
5440,Nicaragua,NIC,2035,0.07
5441,Nicaragua,NIC,2036,0.07
5442,Nicaragua,NIC,2037,0.07
5443,Nicaragua,NIC,2038,0.07
5444,Nicaragua,NIC,2039,0.07
5445,Nicaragua,NIC,2040,0.07
5446,Nicaragua,NIC,2041,0.07
5447,Nicaragua,NIC,2042,0.07
5448,Nicaragua,NIC,2043,0.07
5449,Nicaragua,NIC,2044,0.07
5450,Nicaragua,NIC,2045,0.07
5451,Nicaragua,NIC,2046,0.07
5452,Nicaragua,NIC,2047,0.07
5453,Nicaragua,NIC,2048,0.07
5454,Nicaragua,NIC,2049,0.07
5455,Nicaragua,NIC,2050,0.07
5456,Netherlands,NLD,2020,0.07
5457,Netherlands,NLD,2021,0.07
5458,Netherlands,NLD,2022,0.07
5459,Netherlands,NLD,2023,0.07
5460,Netherlands,NLD,2024,0.07
5461,Netherlands,NLD,2025,0.07
5462,Netherlands,NLD,2026,0.07
5463,Netherlands,NLD,2027,0.07
5464,Netherlands,NLD,2028,0.07
5465,Netherlands,NLD,2029,0.07
5466,Netherlands,NLD,2030,0.07
5467,Netherlands,NLD,2031,0.07
5468,Netherlands,NLD,2032,0.07
5469,Netherlands,NLD,2033,0.07
5470,Netherlands,NLD,2034,0.07
5471,Netherlands,NLD,2035,0.07
5472,Netherlands,NLD,2036,0.07
5473,Netherlands,NLD,2037,0.07
5474,Netherlands,NLD,2038,0.07
5475,Netherlands,NLD,2039,0.07
5476,Netherlands,NLD,2040,0.07
5477,Netherlands,NLD,2041,0.07
5478,Netherlands,NLD,2042,0.07
5479,Netherlands,NLD,2043,0.07
5480,Netherlands,NLD,2044,0.07
5481,Netherlands,NLD,2045,0.07
5482,Netherlands,NLD,2046,0.07
5483,Netherlands,NLD,2047,0.07
5484,Netherlands,NLD,2048,0.07
5485,Netherlands,NLD,2049,0.07
5486,Netherlands,NLD,2050,0.07
5487,Norway,NOR,2020,0.07
5488,Norway,NOR,2021,0.07
5489,Norway,NOR,2022,0.07
5490,Norway,NOR,2023,0.07
5491,Norway,NOR,2024,0.07
5492,Norway,NOR,2025,0.07
5493,Norway,NOR,2026,0.07
5494,Norway,NOR,2027,0.07
5495,Norway,NOR,2028,0.07
5496,Norway,NOR,2029,0.07
5497,Norway,NOR,2030,0.07
5498,Norway,NOR,2031,0.07
5499,Norway,NOR,2032,0.07
5500,Norway,NOR,2033,0.07
5501,Norway,NOR,2034,0.07
5502,Norway,NOR,2035,0.07
5503,Norway,NOR,2036,0.07
5504,Norway,NOR,2037,0.07
5505,Norway,NOR,2038,0.07
5506,Norway,NOR,2039,0.07
5507,Norway,NOR,2040,0.07
5508,Norway,NOR,2041,0.07
5509,Norway,NOR,2042,0.07
5510,Norway,NOR,2043,0.07
5511,Norway,NOR,2044,0.07
5512,Norway,NOR,2045,0.07
5513,Norway,NOR,2046,0.07
5514,Norway,NOR,2047,0.07
5515,Norway,NOR,2048,0.07
5516,Norway,NOR,2049,0.07
5517,Norway,NOR,2050,0.07
5518,Nepal,NPL,2020,0.07
5519,Nepal,NPL,2021,0.07
5520,Nepal,NPL,2022,0.07
5521,Nepal,NPL,2023,0.07
5522,Nepal,NPL,2024,0.07
5523,Nepal,NPL,2025,0.07
5524,Nepal,NPL,2026,0.07
5525,Nepal,NPL,2027,0.07
5526,Nepal,NPL,2028,0.07
5527,Nepal,NPL,2029,0.07
5528,Nepal,NPL,2030,0.07
5529,Nepal,NPL,2031,0.07
5530,Nepal,NPL,2032,0.07
5531,Nepal,NPL,2033,0.07
5532,Nepal,NPL,2034,0.07
5533,Nepal,NPL,2035,0.07
5534,Nepal,NPL,2036,0.07
5535,Nepal,NPL,2037,0.07
5536,Nepal,NPL,2038,0.07
5537,Nepal,NPL,2039,0.07
5538,Nepal,NPL,2040,0.07
5539,Nepal,NPL,2041,0.07
5540,Nepal,NPL,2042,0.07
5541,Nepal,NPL,2043,0.07
5542,Nepal,NPL,2044,0.07
5543,Nepal,NPL,2045,0.07
5544,Nepal,NPL,2046,0.07
5545,Nepal,NPL,2047,0.07
5546,Nepal,NPL,2048,0.07
5547,Nepal,NPL,2049,0.07
5548,Nepal,NPL,2050,0.07
5549,Nauru,NRU,2020,0.07
5550,Nauru,NRU,2021,0.07
5551,Nauru,NRU,2022,0.07
5552,Nauru,NRU,2023,0.07
5553,Nauru,NRU,2024,0.07
5554,Nauru,NRU,2025,0.07
5555,Nauru,NRU,2026,0.07
5556,Nauru,NRU,2027,0.07
5557,Nauru,NRU,2028,0.07
5558,Nauru,NRU,2029,0.07
5559,Nauru,NRU,2030,0.07
5560,Nauru,NRU,2031,0.07
5561,Nauru,NRU,2032,0.07
5562,Nauru,NRU,2033,0.07
5563,Nauru,NRU,2034,0.07
5564,Nauru,NRU,2035,0.07
5565,Nauru,NRU,2036,0.07
5566,Nauru,NRU,2037,0.07
5567,Nauru,NRU,2038,0.07
5568,Nauru,NRU,2039,0.07
5569,Nauru,NRU,2040,0.07
5570,Nauru,NRU,2041,0.07
5571,Nauru,NRU,2042,0.07
5572,Nauru,NRU,2043,0.07
5573,Nauru,NRU,2044,0.07
5574,Nauru,NRU,2045,0.07
5575,Nauru,NRU,2046,0.07
5576,Nauru,NRU,2047,0.07
5577,Nauru,NRU,2048,0.07
5578,Nauru,NRU,2049,0.07
5579,Nauru,NRU,2050,0.07
5580,New Zealand,NZL,2020,0.07
5581,New Zealand,NZL,2021,0.07
5582,New Zealand,NZL,2022,0.07
5583,New Zealand,NZL,2023,0.07
5584,New Zealand,NZL,2024,0.07
5585,New Zealand,NZL,2025,0.07
5586,New Zealand,NZL,2026,0.07
5587,New Zealand,NZL,2027,0.07
5588,New Zealand,NZL,2028,0.07
5589,New Zealand,NZL,2029,0.07
5590,New Zealand,NZL,2030,0.07
5591,New Zealand,NZL,2031,0.07
5592,New Zealand,NZL,2032,0.07
5593,New Zealand,NZL,2033,0.07
5594,New Zealand,NZL,2034,0.07
5595,New Zealand,NZL,2035,0.07
5596,New Zealand,NZL,2036,0.07
5597,New Zealand,NZL,2037,0.07
5598,New Zealand,NZL,2038,0.07
5599,New Zealand,NZL,2039,0.07
5600,New Zealand,NZL,2040,0.07
5601,New Zealand,NZL,2041,0.07
5602,New Zealand,NZL,2042,0.07
5603,New Zealand,NZL,2043,0.07
5604,New Zealand,NZL,2044,0.07
5605,New Zealand,NZL,2045,0.07
5606,New Zealand,NZL,2046,0.07
5607,New Zealand,NZL,2047,0.07
5608,New Zealand,NZL,2048,0.07
5609,New Zealand,NZL,2049,0.07
5610,New Zealand,NZL,2050,0.07
5611,OECD members,OED,2020,0.07
5612,OECD members,OED,2021,0.07
5613,OECD members,OED,2022,0.07
5614,OECD members,OED,2023,0.07
5615,OECD members,OED,2024,0.07
5616,OECD members,OED,2025,0.07
5617,OECD members,OED,2026,0.07
5618,OECD members,OED,2027,0.07
5619,OECD members,OED,2028,0.07
5620,OECD members,OED,2029,0.07
5621,OECD members,OED,2030,0.07
5622,OECD members,OED,2031,0.07
5623,OECD members,OED,2032,0.07
5624,OECD members,OED,2033,0.07
5625,OECD members,OED,2034,0.07
5626,OECD members,OED,2035,0.07
5627,OECD members,OED,2036,0.07
5628,OECD members,OED,2037,0.07
5629,OECD members,OED,2038,0.07
5630,OECD members,OED,2039,0.07
5631,OECD members,OED,2040,0.07
5632,OECD members,OED,2041,0.07
5633,OECD members,OED,2042,0.07
5634,OECD members,OED,2043,0.07
5635,OECD members,OED,2044,0.07
5636,OECD members,OED,2045,0.07
5637,OECD members,OED,2046,0.07
5638,OECD members,OED,2047,0.07
5639,OECD members,OED,2048,0.07
5640,OECD members,OED,2049,0.07
5641,OECD members,OED,2050,0.07
5642,Oman,OMN,2020,0.07
5643,Oman,OMN,2021,0.07
5644,Oman,OMN,2022,0.07
5645,Oman,OMN,2023,0.07
5646,Oman,OMN,2024,0.07
5647,Oman,OMN,2025,0.07
5648,Oman,OMN,2026,0.07
5649,Oman,OMN,2027,0.07
5650,Oman,OMN,2028,0.07
5651,Oman,OMN,2029,0.07
5652,Oman,OMN,2030,0.07
5653,Oman,OMN,2031,0.07
5654,Oman,OMN,2032,0.07
5655,Oman,OMN,2033,0.07
5656,Oman,OMN,2034,0.07
5657,Oman,OMN,2035,0.07
5658,Oman,OMN,2036,0.07
5659,Oman,OMN,2037,0.07
5660,Oman,OMN,2038,0.07
5661,Oman,OMN,2039,0.07
5662,Oman,OMN,2040,0.07
5663,Oman,OMN,2041,0.07
5664,Oman,OMN,2042,0.07
5665,Oman,OMN,2043,0.07
5666,Oman,OMN,2044,0.07
5667,Oman,OMN,2045,0.07
5668,Oman,OMN,2046,0.07
5669,Oman,OMN,2047,0.07
5670,Oman,OMN,2048,0.07
5671,Oman,OMN,2049,0.07
5672,Oman,OMN,2050,0.07
5673,Other small states,OSS,2020,0.07
5674,Other small states,OSS,2021,0.07
5675,Other small states,OSS,2022,0.07
5676,Other small states,OSS,2023,0.07
5677,Other small states,OSS,2024,0.07
5678,Other small states,OSS,2025,0.07
5679,Other small states,OSS,2026,0.07
5680,Other small states,OSS,2027,0.07
5681,Other small states,OSS,2028,0.07
5682,Other small states,OSS,2029,0.07
5683,Other small states,OSS,2030,0.07
5684,Other small states,OSS,2031,0.07
5685,Other small states,OSS,2032,0.07
5686,Other small states,OSS,2033,0.07
5687,Other small states,OSS,2034,0.07
5688,Other small states,OSS,2035,0.07
5689,Other small states,OSS,2036,0.07
5690,Other small states,OSS,2037,0.07
5691,Other small states,OSS,2038,0.07
5692,Other small states,OSS,2039,0.07
5693,Other small states,OSS,2040,0.07
5694,Other small states,OSS,2041,0.07
5695,Other small states,OSS,2042,0.07
5696,Other small states,OSS,2043,0.07
5697,Other small states,OSS,2044,0.07
5698,Other small states,OSS,2045,0.07
5699,Other small states,OSS,2046,0.07
5700,Other small states,OSS,2047,0.07
5701,Other small states,OSS,2048,0.07
5702,Other small states,OSS,2049,0.07
5703,Other small states,OSS,2050,0.07
5704,Pakistan,PAK,2020,0.07
5705,Pakistan,PAK,2021,0.07
5706,Pakistan,PAK,2022,0.07
5707,Pakistan,PAK,2023,0.07
5708,Pakistan,PAK,2024,0.07
5709,Pakistan,PAK,2025,0.07
5710,Pakistan,PAK,2026,0.07
5711,Pakistan,PAK,2027,0.07
5712,Pakistan,PAK,2028,0.07
5713,Pakistan,PAK,2029,0.07
5714,Pakistan,PAK,2030,0.07
5715,Pakistan,PAK,2031,0.07
5716,Pakistan,PAK,2032,0.07
5717,Pakistan,PAK,2033,0.07
5718,Pakistan,PAK,2034,0.07
5719,Pakistan,PAK,2035,0.07
5720,Pakistan,PAK,2036,0.07
5721,Pakistan,PAK,2037,0.07
5722,Pakistan,PAK,2038,0.07
5723,Pakistan,PAK,2039,0.07
5724,Pakistan,PAK,2040,0.07
5725,Pakistan,PAK,2041,0.07
5726,Pakistan,PAK,2042,0.07
5727,Pakistan,PAK,2043,0.07
5728,Pakistan,PAK,2044,0.07
5729,Pakistan,PAK,2045,0.07
5730,Pakistan,PAK,2046,0.07
5731,Pakistan,PAK,2047,0.07
5732,Pakistan,PAK,2048,0.07
5733,Pakistan,PAK,2049,0.07
5734,Pakistan,PAK,2050,0.07
5735,Panama,PAN,2020,0.07
5736,Panama,PAN,2021,0.07
5737,Panama,PAN,2022,0.07
5738,Panama,PAN,2023,0.07
5739,Panama,PAN,2024,0.07
5740,Panama,PAN,2025,0.07
5741,Panama,PAN,2026,0.07
5742,Panama,PAN,2027,0.07
5743,Panama,PAN,2028,0.07
5744,Panama,PAN,2029,0.07
5745,Panama,PAN,2030,0.07
5746,Panama,PAN,2031,0.07
5747,Panama,PAN,2032,0.07
5748,Panama,PAN,2033,0.07
5749,Panama,PAN,2034,0.07
5750,Panama,PAN,2035,0.07
5751,Panama,PAN,2036,0.07
5752,Panama,PAN,2037,0.07
5753,Panama,PAN,2038,0.07
5754,Panama,PAN,2039,0.07
5755,Panama,PAN,2040,0.07
5756,Panama,PAN,2041,0.07
5757,Panama,PAN,2042,0.07
5758,Panama,PAN,2043,0.07
5759,Panama,PAN,2044,0.07
5760,Panama,PAN,2045,0.07
5761,Panama,PAN,2046,0.07
5762,Panama,PAN,2047,0.07
5763,Panama,PAN,2048,0.07
5764,Panama,PAN,2049,0.07
5765,Panama,PAN,2050,0.07
5766,Peru,PER,2020,0.07
5767,Peru,PER,2021,0.07
5768,Peru,PER,2022,0.07
5769,Peru,PER,2023,0.07
5770,Peru,PER,2024,0.07
5771,Peru,PER,2025,0.07
5772,Peru,PER,2026,0.07
5773,Peru,PER,2027,0.07
5774,Peru,PER,2028,0.07
5775,Peru,PER,2029,0.07
5776,Peru,PER,2030,0.07
5777,Peru,PER,2031,0.07
5778,Peru,PER,2032,0.07
5779,Peru,PER,2033,0.07
5780,Peru,PER,2034,0.07
5781,Peru,PER,2035,0.07
5782,Peru,PER,2036,0.07
5783,Peru,PER,2037,0.07
5784,Peru,PER,2038,0.07
5785,Peru,PER,2039,0.07
5786,Peru,PER,2040,0.07
5787,Peru,PER,2041,0.07
5788,Peru,PER,2042,0.07
5789,Peru,PER,2043,0.07
5790,Peru,PER,2044,0.07
5791,Peru,PER,2045,0.07
5792,Peru,PER,2046,0.07
5793,Peru,PER,2047,0.07
5794,Peru,PER,2048,0.07
5795,Peru,PER,2049,0.07
5796,Peru,PER,2050,0.07
5797,Philippines,PHL,2020,0.07
5798,Philippines,PHL,2021,0.07
5799,Philippines,PHL,2022,0.07
5800,Philippines,PHL,2023,0.07
5801,Philippines,PHL,2024,0.07
5802,Philippines,PHL,2025,0.07
5803,Philippines,PHL,2026,0.07
5804,Philippines,PHL,2027,0.07
5805,Philippines,PHL,2028,0.07
5806,Philippines,PHL,2029,0.07
5807,Philippines,PHL,2030,0.07
5808,Philippines,PHL,2031,0.07
5809,Philippines,PHL,2032,0.07
5810,Philippines,PHL,2033,0.07
5811,Philippines,PHL,2034,0.07
5812,Philippines,PHL,2035,0.07
5813,Philippines,PHL,2036,0.07
5814,Philippines,PHL,2037,0.07
5815,Philippines,PHL,2038,0.07
5816,Philippines,PHL,2039,0.07
5817,Philippines,PHL,2040,0.07
5818,Philippines,PHL,2041,0.07
5819,Philippines,PHL,2042,0.07
5820,Philippines,PHL,2043,0.07
5821,Philippines,PHL,2044,0.07
5822,Philippines,PHL,2045,0.07
5823,Philippines,PHL,2046,0.07
5824,Philippines,PHL,2047,0.07
5825,Philippines,PHL,2048,0.07
5826,Philippines,PHL,2049,0.07
5827,Philippines,PHL,2050,0.07
5828,Palau,PLW,2020,0.07
5829,Palau,PLW,2021,0.07
5830,Palau,PLW,2022,0.07
5831,Palau,PLW,2023,0.07
5832,Palau,PLW,2024,0.07
5833,Palau,PLW,2025,0.07
5834,Palau,PLW,2026,0.07
5835,Palau,PLW,2027,0.07
5836,Palau,PLW,2028,0.07
5837,Palau,PLW,2029,0.07
5838,Palau,PLW,2030,0.07
5839,Palau,PLW,2031,0.07
5840,Palau,PLW,2032,0.07
5841,Palau,PLW,2033,0.07
5842,Palau,PLW,2034,0.07
5843,Palau,PLW,2035,0.07
5844,Palau,PLW,2036,0.07
5845,Palau,PLW,2037,0.07
5846,Palau,PLW,2038,0.07
5847,Palau,PLW,2039,0.07
5848,Palau,PLW,2040,0.07
5849,Palau,PLW,2041,0.07
5850,Palau,PLW,2042,0.07
5851,Palau,PLW,2043,0.07
5852,Palau,PLW,2044,0.07
5853,Palau,PLW,2045,0.07
5854,Palau,PLW,2046,0.07
5855,Palau,PLW,2047,0.07
5856,Palau,PLW,2048,0.07
5857,Palau,PLW,2049,0.07
5858,Palau,PLW,2050,0.07
5859,Papua New Guinea,PNG,2020,0.07
5860,Papua New Guinea,PNG,2021,0.07
5861,Papua New Guinea,PNG,2022,0.07
5862,Papua New Guinea,PNG,2023,0.07
5863,Papua New Guinea,PNG,2024,0.07
5864,Papua New Guinea,PNG,2025,0.07
5865,Papua New Guinea,PNG,2026,0.07
5866,Papua New Guinea,PNG,2027,0.07
5867,Papua New Guinea,PNG,2028,0.07
5868,Papua New Guinea,PNG,2029,0.07
5869,Papua New Guinea,PNG,2030,0.07
5870,Papua New Guinea,PNG,2031,0.07
5871,Papua New Guinea,PNG,2032,0.07
5872,Papua New Guinea,PNG,2033,0.07
5873,Papua New Guinea,PNG,2034,0.07
5874,Papua New Guinea,PNG,2035,0.07
5875,Papua New Guinea,PNG,2036,0.07
5876,Papua New Guinea,PNG,2037,0.07
5877,Papua New Guinea,PNG,2038,0.07
5878,Papua New Guinea,PNG,2039,0.07
5879,Papua New Guinea,PNG,2040,0.07
5880,Papua New Guinea,PNG,2041,0.07
5881,Papua New Guinea,PNG,2042,0.07
5882,Papua New Guinea,PNG,2043,0.07
5883,Papua New Guinea,PNG,2044,0.07
5884,Papua New Guinea,PNG,2045,0.07
5885,Papua New Guinea,PNG,2046,0.07
5886,Papua New Guinea,PNG,2047,0.07
5887,Papua New Guinea,PNG,2048,0.07
5888,Papua New Guinea,PNG,2049,0.07
5889,Papua New Guinea,PNG,2050,0.07
5890,Poland,POL,2020,0.07
5891,Poland,POL,2021,0.07
5892,Poland,POL,2022,0.07
5893,Poland,POL,2023,0.07
5894,Poland,POL,2024,0.07
5895,Poland,POL,2025,0.07
5896,Poland,POL,2026,0.07
5897,Poland,POL,2027,0.07
5898,Poland,POL,2028,0.07
5899,Poland,POL,2029,0.07
5900,Poland,POL,2030,0.07
5901,Poland,POL,2031,0.07
5902,Poland,POL,2032,0.07
5903,Poland,POL,2033,0.07
5904,Poland,POL,2034,0.07
5905,Poland,POL,2035,0.07
5906,Poland,POL,2036,0.07
5907,Poland,POL,2037,0.07
5908,Poland,POL,2038,0.07
5909,Poland,POL,2039,0.07
5910,Poland,POL,2040,0.07
5911,Poland,POL,2041,0.07
5912,Poland,POL,2042,0.07
5913,Poland,POL,2043,0.07
5914,Poland,POL,2044,0.07
5915,Poland,POL,2045,0.07
5916,Poland,POL,2046,0.07
5917,Poland,POL,2047,0.07
5918,Poland,POL,2048,0.07
5919,Poland,POL,2049,0.07
5920,Poland,POL,2050,0.07
5921,Pre-demographic dividend,PRE,2020,0.07
5922,Pre-demographic dividend,PRE,2021,0.07
5923,Pre-demographic dividend,PRE,2022,0.07
5924,Pre-demographic dividend,PRE,2023,0.07
5925,Pre-demographic dividend,PRE,2024,0.07
5926,Pre-demographic dividend,PRE,2025,0.07
5927,Pre-demographic dividend,PRE,2026,0.07
5928,Pre-demographic dividend,PRE,2027,0.07
5929,Pre-demographic dividend,PRE,2028,0.07
5930,Pre-demographic dividend,PRE,2029,0.07
5931,Pre-demographic dividend,PRE,2030,0.07
5932,Pre-demographic dividend,PRE,2031,0.07
5933,Pre-demographic dividend,PRE,2032,0.07
5934,Pre-demographic dividend,PRE,2033,0.07
5935,Pre-demographic dividend,PRE,2034,0.07
5936,Pre-demographic dividend,PRE,2035,0.07
5937,Pre-demographic dividend,PRE,2036,0.07
5938,Pre-demographic dividend,PRE,2037,0.07
5939,Pre-demographic dividend,PRE,2038,0.07
5940,Pre-demographic dividend,PRE,2039,0.07
5941,Pre-demographic dividend,PRE,2040,0.07
5942,Pre-demographic dividend,PRE,2041,0.07
5943,Pre-demographic dividend,PRE,2042,0.07
5944,Pre-demographic dividend,PRE,2043,0.07
5945,Pre-demographic dividend,PRE,2044,0.07
5946,Pre-demographic dividend,PRE,2045,0.07
5947,Pre-demographic dividend,PRE,2046,0.07
5948,Pre-demographic dividend,PRE,2047,0.07
5949,Pre-demographic dividend,PRE,2048,0.07
5950,Pre-demographic dividend,PRE,2049,0.07
5951,Pre-demographic dividend,PRE,2050,0.07
5952,Puerto Rico,PRI,2020,0.07
5953,Puerto Rico,PRI,2021,0.07
5954,Puerto Rico,PRI,2022,0.07
5955,Puerto Rico,PRI,2023,0.07
5956,Puerto Rico,PRI,2024,0.07
5957,Puerto Rico,PRI,2025,0.07
5958,Puerto Rico,PRI,2026,0.07
5959,Puerto Rico,PRI,2027,0.07
5960,Puerto Rico,PRI,2028,0.07
5961,Puerto Rico,PRI,2029,0.07
5962,Puerto Rico,PRI,2030,0.07
5963,Puerto Rico,PRI,2031,0.07
5964,Puerto Rico,PRI,2032,0.07
5965,Puerto Rico,PRI,2033,0.07
5966,Puerto Rico,PRI,2034,0.07
5967,Puerto Rico,PRI,2035,0.07
5968,Puerto Rico,PRI,2036,0.07
5969,Puerto Rico,PRI,2037,0.07
5970,Puerto Rico,PRI,2038,0.07
5971,Puerto Rico,PRI,2039,0.07
5972,Puerto Rico,PRI,2040,0.07
5973,Puerto Rico,PRI,2041,0.07
5974,Puerto Rico,PRI,2042,0.07
5975,Puerto Rico,PRI,2043,0.07
5976,Puerto Rico,PRI,2044,0.07
5977,Puerto Rico,PRI,2045,0.07
5978,Puerto Rico,PRI,2046,0.07
5979,Puerto Rico,PRI,2047,0.07
5980,Puerto Rico,PRI,2048,0.07
5981,Puerto Rico,PRI,2049,0.07
5982,Puerto Rico,PRI,2050,0.07
5983,"Korea, Dem. People's Rep.",PRK,2020,0.07
5984,"Korea, Dem. People's Rep.",PRK,2021,0.07
5985,"Korea, Dem. People's Rep.",PRK,2022,0.07
5986,"Korea, Dem. People's Rep.",PRK,2023,0.07
5987,"Korea, Dem. People's Rep.",PRK,2024,0.07
5988,"Korea, Dem. People's Rep.",PRK,2025,0.07
5989,"Korea, Dem. People's Rep.",PRK,2026,0.07
5990,"Korea, Dem. People's Rep.",PRK,2027,0.07
5991,"Korea, Dem. People's Rep.",PRK,2028,0.07
5992,"Korea, Dem. People's Rep.",PRK,2029,0.07
5993,"Korea, Dem. People's Rep.",PRK,2030,0.07
5994,"Korea, Dem. People's Rep.",PRK,2031,0.07
5995,"Korea, Dem. People's Rep.",PRK,2032,0.07
5996,"Korea, Dem. People's Rep.",PRK,2033,0.07
5997,"Korea, Dem. People's Rep.",PRK,2034,0.07
5998,"Korea, Dem. People's Rep.",PRK,2035,0.07
5999,"Korea, Dem. People's Rep.",PRK,2036,0.07
6000,"Korea, Dem. People's Rep.",PRK,2037,0.07
6001,"Korea, Dem. People's Rep.",PRK,2038,0.07
6002,"Korea, Dem. People's Rep.",PRK,2039,0.07
6003,"Korea, Dem. People's Rep.",PRK,2040,0.07
6004,"Korea, Dem. People's Rep.",PRK,2041,0.07
6005,"Korea, Dem. People's Rep.",PRK,2042,0.07
6006,"Korea, Dem. People's Rep.",PRK,2043,0.07
6007,"Korea, Dem. People's Rep.",PRK,2044,0.07
6008,"Korea, Dem. People's Rep.",PRK,2045,0.07
6009,"Korea, Dem. People's Rep.",PRK,2046,0.07
6010,"Korea, Dem. People's Rep.",PRK,2047,0.07
6011,"Korea, Dem. People's Rep.",PRK,2048,0.07
6012,"Korea, Dem. People's Rep.",PRK,2049,0.07
6013,"Korea, Dem. People's Rep.",PRK,2050,0.07
6014,Portugal,PRT,2020,0.07
6015,Portugal,PRT,2021,0.07
6016,Portugal,PRT,2022,0.07
6017,Portugal,PRT,2023,0.07
6018,Portugal,PRT,2024,0.07
6019,Portugal,PRT,2025,0.07
6020,Portugal,PRT,2026,0.07
6021,Portugal,PRT,2027,0.07
6022,Portugal,PRT,2028,0.07
6023,Portugal,PRT,2029,0.07
6024,Portugal,PRT,2030,0.07
6025,Portugal,PRT,2031,0.07
6026,Portugal,PRT,2032,0.07
6027,Portugal,PRT,2033,0.07
6028,Portugal,PRT,2034,0.07
