Year,Nation,iso_code3,pij_lndu_croplands_to_other
2049,Somalia,SOM,0.005836354916398258
2050,Somalia,SOM,0.0060121876317431
2021,South Africa,ZAF,0.00043012666203102963
2022,South Africa,ZAF,0.0005376583275387872
2023,South Africa,ZAF,0.0006451899930465447
2024,South Africa,ZAF,0.0007527216585543024
2025,South Africa,ZAF,0.00086025332406206
2026,South Africa,ZAF,0.0009677849895698175
2027,South Africa,ZAF,0.0010753166550775753
2028,South Africa,ZAF,0.0011828483205853328
2029,South Africa,ZAF,0.0012903799860930903
2030,South Africa,ZAF,0.001397911651600848
2031,South Africa,ZAF,0.0015054433171086054
2032,South Africa,ZAF,0.0016129749826163634
2033,South Africa,ZAF,0.0017205066481241211
2034,South Africa,ZAF,0.0018280383136318784
2035,South Africa,ZAF,0.001935569979139636
2036,South Africa,ZAF,0.0020431016446473944
2037,South Africa,ZAF,0.0021506333101551514
2038,South Africa,ZAF,0.002258164975662909
2039,South Africa,ZAF,0.0023656966411706665
2040,South Africa,ZAF,0.002473228306678424
2041,South Africa,ZAF,0.0025807599721861816
2042,South Africa,ZAF,0.0026882916376939395
2043,South Africa,ZAF,0.002795823303201697
2044,South Africa,ZAF,0.0029033549687094546
2045,South Africa,ZAF,0.003010886634217212
2046,South Africa,ZAF,0.0031184182997249696
2047,South Africa,ZAF,0.003225949965232728
2048,South Africa,ZAF,0.003333481630740485
2049,South Africa,ZAF,0.003441013296248243
2050,South Africa,ZAF,0.0035485449617559998
2021,Sri Lanka,LKA,0.0054361144351398
2022,Sri Lanka,LKA,0.0054361144351398
2023,Sri Lanka,LKA,0.0054361144351398
2024,Sri Lanka,LKA,0.0054361144351398
2025,Sri Lanka,LKA,0.0054361144351398
2026,Sri Lanka,LKA,0.0054361144351398
2027,Sri Lanka,LKA,0.0054361144351398
2028,Sri Lanka,LKA,0.0054361144351398
2029,Sri Lanka,LKA,0.0054361144351398
2030,Sri Lanka,LKA,0.0054361144351398
2031,Sri Lanka,LKA,0.0054361144351398
2032,Sri Lanka,LKA,0.0054361144351398
2033,Sri Lanka,LKA,0.0054361144351398
2034,Sri Lanka,LKA,0.0054361144351398
2035,Sri Lanka,LKA,0.0054361144351398
2036,Sri Lanka,LKA,0.0054361144351398
2037,Sri Lanka,LKA,0.0054361144351398
2038,Sri Lanka,LKA,0.0054361144351398
2039,Sri Lanka,LKA,0.0054361144351398
2040,Sri Lanka,LKA,0.0054361144351398
2041,Sri Lanka,LKA,0.0054361144351398
2042,Sri Lanka,LKA,0.0054361144351398
2043,Sri Lanka,LKA,0.0054361144351398
2044,Sri Lanka,LKA,0.0054361144351398
2045,Sri Lanka,LKA,0.0054361144351398
2046,Sri Lanka,LKA,0.0054361144351398
2047,Sri Lanka,LKA,0.0054361144351398
2048,Sri Lanka,LKA,0.0054361144351398
2049,Sri Lanka,LKA,0.0054361144351398
2050,Sri Lanka,LKA,0.0054361144351398
2021,Sudan,SDN,0.00010608717481728484
2022,Sudan,SDN,0.00013260896852160606
2023,Sudan,SDN,0.00015913076222592732
2024,Sudan,SDN,0.00018565255593024852
2025,Sudan,SDN,0.00021217434963456967
2026,Sudan,SDN,0.0002386961433388909
2027,Sudan,SDN,0.0002652179370432121
2028,Sudan,SDN,0.0002917397307475333
2029,Sudan,SDN,0.00031826152445185463
2030,Sudan,SDN,0.00034478331815617576
2031,Sudan,SDN,0.00037130511186049704
2032,Sudan,SDN,0.00039782690556481817
2033,Sudan,SDN,0.00042434869926913935
2034,Sudan,SDN,0.00045087049297346063
2035,Sudan,SDN,0.0004773922866777818
2036,Sudan,SDN,0.000503914080382103
2037,Sudan,SDN,0.0005304358740864242
2038,Sudan,SDN,0.0005569576677907455
2039,Sudan,SDN,0.0005834794614950668
2040,Sudan,SDN,0.0006100012551993879
2041,Sudan,SDN,0.0006365230489037093
2042,Sudan,SDN,0.0006630448426080302
2043,Sudan,SDN,0.0006895666363123515
2044,Sudan,SDN,0.0007160884300166728
2045,Sudan,SDN,0.0007426102237209941
2046,Sudan,SDN,0.0007691320174253153
2047,Sudan,SDN,0.0007956538111296362
2048,Sudan,SDN,0.0008221756048339576
2049,Sudan,SDN,0.0008486973985382787
2050,Sudan,SDN,0.0008752191922426
2021,Suriname,SUR,0.0006055913904900483
2022,Suriname,SUR,0.0007569892381125605
2023,Suriname,SUR,0.0009083870857350727
2024,Suriname,SUR,0.0010597849333575848
2025,Suriname,SUR,0.0012111827809800967
2026,Suriname,SUR,0.001362580628602609
2027,Suriname,SUR,0.001513978476225121
2028,Suriname,SUR,0.0016653763238476333
2029,Suriname,SUR,0.0018167741714701453
2030,Suriname,SUR,0.0019681720190926574
2031,Suriname,SUR,0.0021195698667151697
2032,Suriname,SUR,0.002270967714337681
2033,Suriname,SUR,0.0024223655619601933
2034,Suriname,SUR,0.002573763409582706
2035,Suriname,SUR,0.002725161257205218
2036,Suriname,SUR,0.00287655910482773
2037,Suriname,SUR,0.003027956952450242
2038,Suriname,SUR,0.0031793548000727547
2039,Suriname,SUR,0.0033307526476952665
2040,Suriname,SUR,0.0034821504953177784
2041,Suriname,SUR,0.0036335483429402906
2042,Suriname,SUR,0.003784946190562803
2043,Suriname,SUR,0.003936344038185315
2044,Suriname,SUR,0.004087741885807827
2045,Suriname,SUR,0.004239139733430339
2046,Suriname,SUR,0.0043905375810528524
2047,Suriname,SUR,0.004541935428675363
2048,Suriname,SUR,0.004693333276297875
2049,Suriname,SUR,0.004844731123920388
2050,Suriname,SUR,0.0049961289715429
2021,Syrian Arab Republic,SYR,0.00015150293900884852
2022,Syrian Arab Republic,SYR,0.00018937867376106064
2023,Syrian Arab Republic,SYR,0.0002272544085132728
2024,Syrian Arab Republic,SYR,0.0002651301432654849
2025,Syrian Arab Republic,SYR,0.00030300587801769703
2026,Syrian Arab Republic,SYR,0.00034088161276990916
2027,Syrian Arab Republic,SYR,0.0003787573475221213
2028,Syrian Arab Republic,SYR,0.0004166330822743334
2029,Syrian Arab Republic,SYR,0.0004545088170265456
2030,Syrian Arab Republic,SYR,0.0004923845517787577
2031,Syrian Arab Republic,SYR,0.0005302602865309698
2032,Syrian Arab Republic,SYR,0.0005681360212831818
2033,Syrian Arab Republic,SYR,0.0006060117560353942
2034,Syrian Arab Republic,SYR,0.0006438874907876063
2035,Syrian Arab Republic,SYR,0.0006817632255398182
2036,Syrian Arab Republic,SYR,0.0007196389602920303
2037,Syrian Arab Republic,SYR,0.0007575146950442426
2038,Syrian Arab Republic,SYR,0.0007953904297964548
2039,Syrian Arab Republic,SYR,0.0008332661645486668
2040,Syrian Arab Republic,SYR,0.000871141899300879
2041,Syrian Arab Republic,SYR,0.0009090176340530912
2042,Syrian Arab Republic,SYR,0.0009468933688053033
2043,Syrian Arab Republic,SYR,0.0009847691035575151
2044,Syrian Arab Republic,SYR,0.0010226448383097275
2045,Syrian Arab Republic,SYR,0.0010605205730619396
2046,Syrian Arab Republic,SYR,0.0010983963078141515
2047,Syrian Arab Republic,SYR,0.001136272042566364
2048,Syrian Arab Republic,SYR,0.001174147777318576
2049,Syrian Arab Republic,SYR,0.0012120235120707881
2050,Syrian Arab Republic,SYR,0.0012498992468230007
2021,Tajikistan,TJK,0.00015145598610145453
2022,Tajikistan,TJK,0.00018931998262681812
2023,Tajikistan,TJK,0.00022718397915218183
2024,Tajikistan,TJK,0.0002650479756775454
2025,Tajikistan,TJK,0.00030291197220290905
2026,Tajikistan,TJK,0.0003407759687282727
2027,Tajikistan,TJK,0.0003786399652536363
2028,Tajikistan,TJK,0.000416503961779
2029,Tajikistan,TJK,0.00045436795830436366
2030,Tajikistan,TJK,0.0004922319548297271
2031,Tajikistan,TJK,0.0005300959513550908
2032,Tajikistan,TJK,0.0005679599478804545
2033,Tajikistan,TJK,0.0006058239444058182
2034,Tajikistan,TJK,0.0006436879409311817
2035,Tajikistan,TJK,0.0006815519374565454
2036,Tajikistan,TJK,0.000719415933981909
2037,Tajikistan,TJK,0.0007572799305072726
2038,Tajikistan,TJK,0.0007951439270326362
2039,Tajikistan,TJK,0.0008330079235579999
2040,Tajikistan,TJK,0.0008708719200833635
2041,Tajikistan,TJK,0.0009087359166087273
2042,Tajikistan,TJK,0.0009465999131340908
2043,Tajikistan,TJK,0.0009844639096594542
2044,Tajikistan,TJK,0.001022327906184818
2045,Tajikistan,TJK,0.0010601919027101816
2046,Tajikistan,TJK,0.0010980558992355453
2047,Tajikistan,TJK,0.001135919895760909
2048,Tajikistan,TJK,0.0011737838922862725
2049,Tajikistan,TJK,0.0012116478888116364
2050,Tajikistan,TJK,0.001249511885337
2021,Thailand,THA,0.0002277375319375333
2022,Thailand,THA,0.00023544585587696666
2023,Thailand,THA,0.0002431541798164
2024,Thailand,THA,0.0002508625037558333
2025,Thailand,THA,0.0002585708276952667
2026,Thailand,THA,0.00026627915163470004
2027,Thailand,THA,0.00027398747557413336
2028,Thailand,THA,0.0002816957995135667
2029,Thailand,THA,0.00028940412345300004
2030,Thailand,THA,0.00029711244739243336
2031,Thailand,THA,0.0003048207713318667
2032,Thailand,THA,0.00031252909527130005
2033,Thailand,THA,0.00032023741921073336
2034,Thailand,THA,0.0003279457431501667
2035,Thailand,THA,0.00033565406708960005
2036,Thailand,THA,0.00034336239102903337
2037,Thailand,THA,0.0003510707149684667
2038,Thailand,THA,0.0003587790389079001
2039,Thailand,THA,0.00036648736284733337
2040,Thailand,THA,0.0003741956867867667
2041,Thailand,THA,0.0003819040107262001
2042,Thailand,THA,0.0003896123346656334
2043,Thailand,THA,0.0003973206586050667
2044,Thailand,THA,0.0004050289825445001
2045,Thailand,THA,0.0004127373064839334
2046,Thailand,THA,0.0004204456304233667
2047,Thailand,THA,0.0004281539543628001
2048,Thailand,THA,0.0004358622783022334
2049,Thailand,THA,0.0004435706022416667
2050,Thailand,THA,0.0004512789261811
2021,Timor-Leste,TLS,8.340748158781819e-05
2022,Timor-Leste,TLS,0.00010425935198477274
2023,Timor-Leste,TLS,0.00012511122238172728
2024,Timor-Leste,TLS,0.00014596309277868183
2025,Timor-Leste,TLS,0.00016681496317563638
2026,Timor-Leste,TLS,0.0001876668335725909
2027,Timor-Leste,TLS,0.00020851870396954548
2028,Timor-Leste,TLS,0.00022937057436650006
2029,Timor-Leste,TLS,0.00025022244476345456
2030,Timor-Leste,TLS,0.00027107431516040906
2031,Timor-Leste,TLS,0.00029192618555736366
2032,Timor-Leste,TLS,0.00031277805595431816
2033,Timor-Leste,TLS,0.0003336299263512728
2034,Timor-Leste,TLS,0.0003544817967482273
2035,Timor-Leste,TLS,0.0003753336671451818
2036,Timor-Leste,TLS,0.00039618553754213636
2037,Timor-Leste,TLS,0.00041703740793909097
2038,Timor-Leste,TLS,0.0004378892783360455
2039,Timor-Leste,TLS,0.0004587411487330001
2040,Timor-Leste,TLS,0.00047959301912995457
2041,Timor-Leste,TLS,0.0005004448895269091
2042,Timor-Leste,TLS,0.0005212967599238637
2043,Timor-Leste,TLS,0.0005421486303208181
2044,Timor-Leste,TLS,0.0005630005007177727
2045,Timor-Leste,TLS,0.0005838523711147272
2046,Timor-Leste,TLS,0.0006047042415116818
2047,Timor-Leste,TLS,0.0006255561119086363
2048,Timor-Leste,TLS,0.000646407982305591
2049,Timor-Leste,TLS,0.0006672598527025455
2050,Timor-Leste,TLS,0.0006881117230995
2021,Togo,TGO,0.0008647886878691032
2022,Togo,TGO,0.0008403189581673787
2023,Togo,TGO,0.0008158492284656545
2024,Togo,TGO,0.0007913794987639303
2025,Togo,TGO,0.0007669097690622059
2026,Togo,TGO,0.0007424400393604817
2027,Togo,TGO,0.0007179703096587576
2028,Togo,TGO,0.0006935005799570332
2029,Togo,TGO,0.000669030850255309
2030,Togo,TGO,0.0006445611205535848
2031,Togo,TGO,0.0006200913908518607
2032,Togo,TGO,0.0005956216611501362
2033,Togo,TGO,0.0005711519314484121
2034,Togo,TGO,0.0005466822017466879
2035,Togo,TGO,0.0005222124720449636
2036,Togo,TGO,0.0004977427423432393
2037,Togo,TGO,0.00047327301264151524
2038,Togo,TGO,0.0004488032829397909
2039,Togo,TGO,0.0004243335532380666
2040,Togo,TGO,0.0003998638235363424
2041,Togo,TGO,0.00037539409383461817
2042,Togo,TGO,0.00035092436413289394
2043,Togo,TGO,0.00032645463443116966
2044,Togo,TGO,0.0003019849047294455
2045,Togo,TGO,0.00027751517502772115
2046,Togo,TGO,0.0002530454453259969
2047,Togo,TGO,0.00022857571562427272
2048,Togo,TGO,0.0002041059859225485
2049,Togo,TGO,0.00017963625622082423
2050,Togo,TGO,0.0001551665265191
2021,Tonga,TON,0.0022547669906353
2022,Tonga,TON,0.0022547669906353
2023,Tonga,TON,0.0022547669906353
2024,Tonga,TON,0.0022547669906353
2025,Tonga,TON,0.0022547669906353
2026,Tonga,TON,0.0022547669906353
2027,Tonga,TON,0.0022547669906353
2028,Tonga,TON,0.0022547669906353
2029,Tonga,TON,0.0022547669906353
2030,Tonga,TON,0.0022547669906353
2031,Tonga,TON,0.0022547669906353
2032,Tonga,TON,0.0022547669906353
2033,Tonga,TON,0.0022547669906353
2034,Tonga,TON,0.0022547669906353
2035,Tonga,TON,0.0022547669906353
2036,Tonga,TON,0.0022547669906353
2037,Tonga,TON,0.0022547669906353
2038,Tonga,TON,0.0022547669906353
2039,Tonga,TON,0.0022547669906353
2040,Tonga,TON,0.0022547669906353
2041,Tonga,TON,0.0022547669906353
2042,Tonga,TON,0.0022547669906353
2043,Tonga,TON,0.0022547669906353
2044,Tonga,TON,0.0022547669906353
2045,Tonga,TON,0.0022547669906353
2046,Tonga,TON,0.0022547669906353
2047,Tonga,TON,0.0022547669906353
2048,Tonga,TON,0.0022547669906353
2049,Tonga,TON,0.0022547669906353
2050,Tonga,TON,0.0022547669906353
2021,Trinidad and Tobago,TTO,9.108631025810912e-05
2022,Trinidad and Tobago,TTO,0.0001138578878226364
2023,Trinidad and Tobago,TTO,0.00013662946538716368
2024,Trinidad and Tobago,TTO,0.00015940104295169094
2025,Trinidad and Tobago,TTO,0.00018217262051621825
2026,Trinidad and Tobago,TTO,0.0002049441980807455
2027,Trinidad and Tobago,TTO,0.0002277157756452728
2028,Trinidad and Tobago,TTO,0.00025048735320980003
2029,Trinidad and Tobago,TTO,0.0002732589307743273
2030,Trinidad and Tobago,TTO,0.00029603050833885465
2031,Trinidad and Tobago,TTO,0.0003188020859033819
2032,Trinidad and Tobago,TTO,0.00034157366346790916
2033,Trinidad and Tobago,TTO,0.0003643452410324365
2034,Trinidad and Tobago,TTO,0.00038711681859696366
2035,Trinidad and Tobago,TTO,0.000409888396161491
2036,Trinidad and Tobago,TTO,0.00043265997372601833
2037,Trinidad and Tobago,TTO,0.0004554315512905456
2038,Trinidad and Tobago,TTO,0.00047820312885507273
2039,Trinidad and Tobago,TTO,0.0005009747064196001
2040,Trinidad and Tobago,TTO,0.0005237462839841273
2041,Trinidad and Tobago,TTO,0.0005465178615486546
2042,Trinidad and Tobago,TTO,0.0005692894391131821
2043,Trinidad and Tobago,TTO,0.0005920610166777093
2044,Trinidad and Tobago,TTO,0.0006148325942422365
2045,Trinidad and Tobago,TTO,0.0006376041718067638
2046,Trinidad and Tobago,TTO,0.0006603757493712911
2047,Trinidad and Tobago,TTO,0.0006831473269358183
2048,Trinidad and Tobago,TTO,0.0007059189045003456
2049,Trinidad and Tobago,TTO,0.0007286904820648729
2050,Trinidad and Tobago,TTO,0.0007514620596294001
2021,Tunisia,TUN,0.005792647218636
2022,Tunisia,TUN,0.005792647218636
2023,Tunisia,TUN,0.005792647218636
2024,Tunisia,TUN,0.005792647218636
2025,Tunisia,TUN,0.005792647218636
2026,Tunisia,TUN,0.005792647218636
2027,Tunisia,TUN,0.005792647218636
2028,Tunisia,TUN,0.005792647218636
2029,Tunisia,TUN,0.005792647218636
2030,Tunisia,TUN,0.005792647218636
2031,Tunisia,TUN,0.005792647218636
2032,Tunisia,TUN,0.005792647218636
2033,Tunisia,TUN,0.005792647218636
2034,Tunisia,TUN,0.005792647218636
2035,Tunisia,TUN,0.005792647218636
2036,Tunisia,TUN,0.005792647218636
2037,Tunisia,TUN,0.005792647218636
2038,Tunisia,TUN,0.005792647218636
2039,Tunisia,TUN,0.005792647218636
2040,Tunisia,TUN,0.005792647218636
2041,Tunisia,TUN,0.005792647218636
2042,Tunisia,TUN,0.005792647218636
2043,Tunisia,TUN,0.005792647218636
2044,Tunisia,TUN,0.005792647218636
2045,Tunisia,TUN,0.005792647218636
2046,Tunisia,TUN,0.005792647218636
2047,Tunisia,TUN,0.005792647218636
2048,Tunisia,TUN,0.005792647218636
2049,Tunisia,TUN,0.005792647218636
2050,Tunisia,TUN,0.005792647218636
2021,Turkmenistan,TKM,0.0003436703580175515
2022,Turkmenistan,TKM,0.0004295879475219394
2023,Turkmenistan,TKM,0.0005155055370263271
2024,Turkmenistan,TKM,0.0006014231265307153
2025,Turkmenistan,TKM,0.000687340716035103
2026,Turkmenistan,TKM,0.0007732583055394907
2027,Turkmenistan,TKM,0.0008591758950438787
2028,Turkmenistan,TKM,0.0009450934845482668
2029,Turkmenistan,TKM,0.0010310110740526543
2030,Turkmenistan,TKM,0.0011169286635570423
2031,Turkmenistan,TKM,0.0012028462530614306
2032,Turkmenistan,TKM,0.0012887638425658182
2033,Turkmenistan,TKM,0.001374681432070206
2034,Turkmenistan,TKM,0.0014605990215745938
2035,Turkmenistan,TKM,0.0015465166110789814
2036,Turkmenistan,TKM,0.0016324342005833695
2037,Turkmenistan,TKM,0.0017183517900877575
2038,Turkmenistan,TKM,0.0018042693795921453
2039,Turkmenistan,TKM,0.0018901869690965331
2040,Turkmenistan,TKM,0.001976104558600921
2041,Turkmenistan,TKM,0.002062022148105309
2042,Turkmenistan,TKM,0.002147939737609697
2043,Turkmenistan,TKM,0.0022338573271140846
2044,Turkmenistan,TKM,0.002319774916618473
2045,Turkmenistan,TKM,0.002405692506122861
2046,Turkmenistan,TKM,0.0024916100956272483
2047,Turkmenistan,TKM,0.0025775276851316364
2048,Turkmenistan,TKM,0.002663445274636024
2049,Turkmenistan,TKM,0.002749362864140412
2050,Turkmenistan,TKM,0.0028352804536448
2021,Uganda,UGA,0.002074222601259797
2022,Uganda,UGA,0.002051794259065121
2023,Uganda,UGA,0.0020293659168704454
2024,Uganda,UGA,0.00200693757467577
2025,Uganda,UGA,0.001984509232481094
2026,Uganda,UGA,0.001962080890286418
2027,Uganda,UGA,0.0019396525480917426
2028,Uganda,UGA,0.001917224205897067
2029,Uganda,UGA,0.001894795863702391
2030,Uganda,UGA,0.0018723675215077157
2031,Uganda,UGA,0.0018499391793130396
2032,Uganda,UGA,0.001827510837118364
2033,Uganda,UGA,0.001805082494923688
2034,Uganda,UGA,0.0017826541527290122
2035,Uganda,UGA,0.0017602258105343363
2036,Uganda,UGA,0.0017377974683396606
2037,Uganda,UGA,0.0017153691261449847
2038,Uganda,UGA,0.0016929407839503092
2039,Uganda,UGA,0.0016705124417556332
2040,Uganda,UGA,0.0016480840995609573
2041,Uganda,UGA,0.0016256557573662818
2042,Uganda,UGA,0.0016032274151716061
2043,Uganda,UGA,0.0015807990729769304
2044,Uganda,UGA,0.0015583707307822545
2045,Uganda,UGA,0.0015359423885875788
2046,Uganda,UGA,0.0015135140463929028
2047,Uganda,UGA,0.0014910857041982274
2048,Uganda,UGA,0.0014686573620035516
2049,Uganda,UGA,0.0014462290198088755
2050,Uganda,UGA,0.0014238006776142
2021,Ukraine,UKR,0.0
2022,Ukraine,UKR,0.0
2023,Ukraine,UKR,0.0
2024,Ukraine,UKR,0.0
2025,Ukraine,UKR,0.0
2026,Ukraine,UKR,0.0
2027,Ukraine,UKR,0.0
2028,Ukraine,UKR,0.0
2029,Ukraine,UKR,0.0
2030,Ukraine,UKR,0.0
2031,Ukraine,UKR,0.0
2032,Ukraine,UKR,0.0
2033,Ukraine,UKR,0.0
2034,Ukraine,UKR,0.0
2035,Ukraine,UKR,0.0
2036,Ukraine,UKR,0.0
2037,Ukraine,UKR,0.0
2038,Ukraine,UKR,0.0
2039,Ukraine,UKR,0.0
2040,Ukraine,UKR,0.0
2041,Ukraine,UKR,0.0
2042,Ukraine,UKR,0.0
2043,Ukraine,UKR,0.0
2044,Ukraine,UKR,0.0
2045,Ukraine,UKR,0.0
2046,Ukraine,UKR,0.0
2047,Ukraine,UKR,0.0
2048,Ukraine,UKR,0.0
2049,Ukraine,UKR,0.0
2050,Ukraine,UKR,0.0
2021,United Republic of Tanzania,TZA,9.691783299824241e-05
2022,United Republic of Tanzania,TZA,0.000121147291247803
2023,United Republic of Tanzania,TZA,0.0001453767494973636
2024,United Republic of Tanzania,TZA,0.0001696062077469242
2025,United Republic of Tanzania,TZA,0.00019383566599648483
2026,United Republic of Tanzania,TZA,0.0002180651242460454
2027,United Republic of Tanzania,TZA,0.000242294582495606
2028,United Republic of Tanzania,TZA,0.0002665240407451666
2029,United Republic of Tanzania,TZA,0.0002907534989947272
2030,United Republic of Tanzania,TZA,0.0003149829572442878
2031,United Republic of Tanzania,TZA,0.0003392124154938484
2032,United Republic of Tanzania,TZA,0.000363441873743409
2033,United Republic of Tanzania,TZA,0.00038767133199296965
2034,United Republic of Tanzania,TZA,0.0004119007902425302
2035,United Republic of Tanzania,TZA,0.0004361302484920908
2036,United Republic of Tanzania,TZA,0.00046035970674165134
2037,United Republic of Tanzania,TZA,0.000484589164991212
2038,United Republic of Tanzania,TZA,0.0005088186232407726
2039,United Republic of Tanzania,TZA,0.0005330480814903332
2040,United Republic of Tanzania,TZA,0.0005572775397398936
2041,United Republic of Tanzania,TZA,0.0005815069979894544
2042,United Republic of Tanzania,TZA,0.000605736456239015
2043,United Republic of Tanzania,TZA,0.0006299659144885756
2044,United Republic of Tanzania,TZA,0.0006541953727381361
2045,United Republic of Tanzania,TZA,0.0006784248309876968
2046,United Republic of Tanzania,TZA,0.0007026542892372574
2047,United Republic of Tanzania,TZA,0.000726883747486818
2048,United Republic of Tanzania,TZA,0.0007511132057363785
2049,United Republic of Tanzania,TZA,0.0007753426639859393
2050,United Republic of Tanzania,TZA,0.0007995721222354997
2021,United States of America,USA,0.00020634082655877575
2022,United States of America,USA,0.0002579260331984697
2023,United States of America,USA,0.0003095112398381636
2024,United States of America,USA,0.0003610964464778576
2025,United States of America,USA,0.0004126816531175516
2026,United States of America,USA,0.0004642668597572455
2027,United States of America,USA,0.0005158520663969394
2028,United States of America,USA,0.0005674372730366334
2029,United States of America,USA,0.0006190224796763272
2030,United States of America,USA,0.0006706076863160213
2031,United States of America,USA,0.0007221928929557152
2032,United States of America,USA,0.0007737780995954093
2033,United States of America,USA,0.0008253633062351031
2034,United States of America,USA,0.000876948512874797
2035,United States of America,USA,0.000928533719514491
2036,United States of America,USA,0.000980118926154185
2037,United States of America,USA,0.0010317041327938788
2038,United States of America,USA,0.0010832893394335731
2039,United States of America,USA,0.0011348745460732668
2040,United States of America,USA,0.0011864597527129607
2041,United States of America,USA,0.0012380449593526544
2042,United States of America,USA,0.0012896301659923485
2043,United States of America,USA,0.0013412153726320426
2044,United States of America,USA,0.0013928005792717365
2045,United States of America,USA,0.0014443857859114304
2046,United States of America,USA,0.0014959709925511245
2047,United States of America,USA,0.0015475561991908186
2048,United States of America,USA,0.0015991414058305125
2049,United States of America,USA,0.0016507266124702062
2050,United States of America,USA,0.0017023118191099
2021,Uruguay,URY,0.0010649907712690664
2022,Uruguay,URY,0.001331238464086333
2023,Uruguay,URY,0.0015974861569035994
2024,Uruguay,URY,0.0018637338497208664
2025,Uruguay,URY,0.002129981542538133
2026,Uruguay,URY,0.0023962292353554
2027,Uruguay,URY,0.002662476928172666
2028,Uruguay,URY,0.002928724620989933
2029,Uruguay,URY,0.0031949723138071998
2030,Uruguay,URY,0.003461220006624466
2031,Uruguay,URY,0.0037274676994417328
2032,Uruguay,URY,0.003993715392258999
2033,Uruguay,URY,0.004259963085076266
2034,Uruguay,URY,0.004526210777893533
2035,Uruguay,URY,0.0047924584707108
2036,Uruguay,URY,0.005058706163528066
2037,Uruguay,URY,0.005324953856345332
2038,Uruguay,URY,0.0055912015491626
2039,Uruguay,URY,0.005857449241979866
2040,Uruguay,URY,0.006123696934797132
2041,Uruguay,URY,0.0063899446276143995
2042,Uruguay,URY,0.006656192320431666
2043,Uruguay,URY,0.006922440013248932
2044,Uruguay,URY,0.007188687706066199
2045,Uruguay,URY,0.0074549353988834655
2046,Uruguay,URY,0.007721183091700732
2047,Uruguay,URY,0.007987430784517998
2048,Uruguay,URY,0.008253678477335265
2049,Uruguay,URY,0.008519926170152532
2050,Uruguay,URY,0.008786173862969798
2021,Venezuela (Bolivarian Republic of),VEN,0.00033897145077113936
2022,Venezuela (Bolivarian Republic of),VEN,0.0004237143134639242
2023,Venezuela (Bolivarian Republic of),VEN,0.000508457176156709
2024,Venezuela (Bolivarian Republic of),VEN,0.0005932000388494938
2025,Venezuela (Bolivarian Republic of),VEN,0.0006779429015422787
2026,Venezuela (Bolivarian Republic of),VEN,0.0007626857642350637
2027,Venezuela (Bolivarian Republic of),VEN,0.0008474286269278485
2028,Venezuela (Bolivarian Republic of),VEN,0.0009321714896206334
2029,Venezuela (Bolivarian Republic of),VEN,0.0010169143523134183
2030,Venezuela (Bolivarian Republic of),VEN,0.0011016572150062034
2031,Venezuela (Bolivarian Republic of),VEN,0.001186400077698988
2032,Venezuela (Bolivarian Republic of),VEN,0.0012711429403917728
2033,Venezuela (Bolivarian Republic of),VEN,0.0013558858030845574
2034,Venezuela (Bolivarian Republic of),VEN,0.0014406286657773425
2035,Venezuela (Bolivarian Republic of),VEN,0.0015253715284701274
2036,Venezuela (Bolivarian Republic of),VEN,0.001610114391162912
2037,Venezuela (Bolivarian Republic of),VEN,0.001694857253855697
2038,Venezuela (Bolivarian Republic of),VEN,0.0017796001165484821
2039,Venezuela (Bolivarian Republic of),VEN,0.0018643429792412668
2040,Venezuela (Bolivarian Republic of),VEN,0.001949085841934052
2041,Venezuela (Bolivarian Republic of),VEN,0.0020338287046268366
2042,Venezuela (Bolivarian Republic of),VEN,0.002118571567319621
2043,Venezuela (Bolivarian Republic of),VEN,0.002203314430012407
2044,Venezuela (Bolivarian Republic of),VEN,0.002288057292705191
2045,Venezuela (Bolivarian Republic of),VEN,0.002372800155397976
2046,Venezuela (Bolivarian Republic of),VEN,0.002457543018090761
2047,Venezuela (Bolivarian Republic of),VEN,0.002542285880783545
2048,Venezuela (Bolivarian Republic of),VEN,0.0026270287434763304
2049,Venezuela (Bolivarian Republic of),VEN,0.0027117716061691157
2050,Venezuela (Bolivarian Republic of),VEN,0.0027965144688619
2021,Western Sahara,ESH,5.131977880058967e-19
2022,Western Sahara,ESH,5.134982828739085e-19
2023,Western Sahara,ESH,5.137987777419203e-19
2024,Western Sahara,ESH,5.14099272609932e-19
2025,Western Sahara,ESH,5.143997674779436e-19
2026,Western Sahara,ESH,5.147002623459553e-19
2027,Western Sahara,ESH,5.15000757213967e-19
2028,Western Sahara,ESH,5.153012520819788e-19
2029,Western Sahara,ESH,5.156017469499904e-19
2030,Western Sahara,ESH,5.159022418180021e-19
2031,Western Sahara,ESH,5.162027366860138e-19
2032,Western Sahara,ESH,5.165032315540256e-19
2033,Western Sahara,ESH,5.1680372642203725e-19
2034,Western Sahara,ESH,5.17104221290049e-19
2035,Western Sahara,ESH,5.1740471615806075e-19
2036,Western Sahara,ESH,5.1770521102607255e-19
2037,Western Sahara,ESH,5.180057058940842e-19
2038,Western Sahara,ESH,5.18306200762096e-19
2039,Western Sahara,ESH,5.186066956301078e-19
2040,Western Sahara,ESH,5.189071904981194e-19
2041,Western Sahara,ESH,5.192076853661311e-19
2042,Western Sahara,ESH,5.195081802341428e-19
2043,Western Sahara,ESH,5.198086751021545e-19
