"year","prodinit_ippu_lime_and_carbonite_tonne","location_code"
2045,NA,"VUT"
2046,NA,"VUT"
2047,NA,"VUT"
2048,NA,"VUT"
2049,NA,"VUT"
2050,NA,"VUT"
2021,0,"WSM"
2022,NA,"WSM"
2023,NA,"WSM"
2024,NA,"WSM"
2025,NA,"WSM"
2026,NA,"WSM"
2027,NA,"WSM"
2028,NA,"WSM"
2029,NA,"WSM"
2030,NA,"WSM"
2031,NA,"WSM"
2032,NA,"WSM"
2033,NA,"WSM"
2034,NA,"WSM"
2035,NA,"WSM"
2036,NA,"WSM"
2037,NA,"WSM"
2038,NA,"WSM"
2039,NA,"WSM"
2040,NA,"WSM"
2041,NA,"WSM"
2042,NA,"WSM"
2043,NA,"WSM"
2044,NA,"WSM"
2045,NA,"WSM"
2046,NA,"WSM"
2047,NA,"WSM"
2048,NA,"WSM"
2049,NA,"WSM"
2050,NA,"WSM"
2021,41617.4,"YEM"
2022,Inf,"YEM"
2023,Inf,"YEM"
2024,Inf,"YEM"
2025,Inf,"YEM"
2026,Inf,"YEM"
2027,Inf,"YEM"
2028,Inf,"YEM"
2029,Inf,"YEM"
2030,Inf,"YEM"
2031,Inf,"YEM"
2032,Inf,"YEM"
2033,Inf,"YEM"
2034,Inf,"YEM"
2035,Inf,"YEM"
2036,Inf,"YEM"
2037,Inf,"YEM"
2038,Inf,"YEM"
2039,Inf,"YEM"
2040,Inf,"YEM"
2041,Inf,"YEM"
2042,Inf,"YEM"
2043,Inf,"YEM"
2044,Inf,"YEM"
2045,Inf,"YEM"
2046,Inf,"YEM"
2047,Inf,"YEM"
2048,Inf,"YEM"
2049,Inf,"YEM"
2050,Inf,"YEM"
2021,400781.5,"ZAF"
2022,437958.795907689,"ZAF"
2023,478584.732361431,"ZAF"
2024,522979.21217625,"ZAF"
2025,571491.812994019,"ZAF"
2026,624504.539979921,"ZAF"
2027,682434.833864566,"ZAF"
2028,745738.85801812,"ZAF"
2029,814915.09044003,"ZAF"
2030,890508.248948918,"ZAF"
2031,973113.580480968,"ZAF"
2032,1063381.54827222,"ZAF"
2033,1162022.95383334,"ZAF"
2034,1269814.53404897,"ZAF"
2035,1387605.07747531,"ZAF"
2036,1516322.1079977,"ZAF"
2037,1656979.18847772,"ZAF"
2038,1810683.90190116,"ZAF"
2039,1978646.57287342,"ZAF"
2040,2162189.79813818,"ZAF"
2041,2362758.86116622,"ZAF"
2042,2581933.11282227,"ZAF"
2043,2821438.40772549,"ZAF"
2044,3083160.69423155,"ZAF"
2045,3369160.86504882,"ZAF"
2046,3681690.98542745,"ZAF"
2047,4023212.02670782,"ZAF"
2048,4396413.24486856,"ZAF"
2049,4804233.35666754,"ZAF"
2050,5249883.68012413,"ZAF"
2021,87511.39,"ZMB"
2022,117355.77265529,"ZMB"
2023,157378.112443649,"ZMB"
2024,211049.441505335,"ZMB"
2025,283024.532878816,"ZMB"
2026,379545.596709136,"ZMB"
2027,508983.650696369,"ZMB"
2028,682564.516417605,"ZMB"
2029,915342.405271728,"ZMB"
2030,1227505.53059225,"ZMB"
2031,1646126.97822871,"ZMB"
2032,2207512.68399174,"ZMB"
2033,2960350.15186255,"ZMB"
2034,3969930.99300599,"ZMB"
2035,5323813.49527643,"ZMB"
2036,7139416.32295893,"ZMB"
2037,9574201.92832764,"ZMB"
2038,12839332.8554906,"ZMB"
2039,17217985.3117926,"ZMB"
2040,23089908.2945985,"ZMB"
2041,30964358.2218543,"ZMB"
2042,41524265.4002054,"ZMB"
2043,55685462.7721536,"ZMB"
2044,74676113.6955253,"ZMB"
2045,100143227.317411,"ZMB"
2046,134295499.340476,"ZMB"
2047,180094866.385159,"ZMB"
2048,241513386.953189,"ZMB"
2049,323877727.601944,"ZMB"
2050,434331130.708421,"ZMB"
2021,83989.25,"ZWE"
2022,105832.214142873,"ZWE"
2023,133355.846734943,"ZWE"
2024,168037.511096439,"ZWE"
2025,211738.786313649,"ZWE"
2026,266805.389683775,"ZWE"
2027,336193.085847127,"ZWE"
2028,423626.340927277,"ZWE"
2029,533798.237626567,"ZWE"
2030,672622.381954628,"ZWE"
2031,847550.322979562,"ZWE"
2032,1067971.52347989,"ZWE"
2033,1345717.35039203,"ZWE"
2034,1695696.13733268,"ZWE"
2035,2136693.40692331,"ZWE"
2036,2692380.20579028,"ZWE"
2037,3392583.67580647,"ZWE"
2038,4274888.0609788,"ZWE"
2039,5386652.08590763,"ZWE"
2040,6787550.99097715,"ZWE"
2041,8552779.67100266,"ZWE"
2042,10777088.8495654,"ZWE"
2043,13579870.9354348,"ZWE"
2044,17111568.5503979,"ZWE"
2045,21561749.7137569,"ZWE"
2046,27169283.1285115,"ZWE"
2047,34235159.7396686,"ZWE"
2048,43138648.7768858,"ZWE"
2049,54357655.4760228,"ZWE"
2050,68494373.2042247,"ZWE"
